Cursor clicked at (609, 127)
Cursor moved to (608, 127), brush_size = 6, color = white
Cursor moved to (749, 313), brush_size = 6, color = white
Cursor moved to (755, 314), brush_size = 6, color = white
Cursor moved to (764, 316), brush_size = 6, color = white
Cursor moved to (775, 318), brush_size = 6, color = white
Cursor moved to (782, 320), brush_size = 6, color = white
Cursor moved to (791, 322), brush_size = 6, color = white
Cursor moved to (793, 323), brush_size = 6, color = white
Cursor moved to (794, 323), brush_size = 6, color = white
Cursor moved to (794, 324), brush_size = 6, color = white
Cursor moved to (795, 324), brush_size = 6, color = white
Cursor moved to (796, 322), brush_size = 6, color = white
Cursor moved to (800, 317), brush_size = 6, color = white
Cursor moved to (803, 314), brush_size = 6, color = white
Cursor moved to (806, 314), brush_size = 6, color = white
Cursor moved to (812, 314), brush_size = 6, color = white
Cursor moved to (821, 314), brush_size = 6, color = white
Cursor moved to (851, 314), brush_size = 6, color = white
Cursor moved to (873, 314), brush_size = 6, color = white
Cursor moved to (887, 316), brush_size = 6, color = white
Cursor moved to (897, 319), brush_size = 6, color = white
Cursor moved to (906, 320), brush_size = 6, color = white
Cursor moved to (913, 320), brush_size = 6, color = white
Cursor moved to (917, 320), brush_size = 6, color = white
Cursor moved to (919, 320), brush_size = 6, color = white
Cursor moved to (920, 320), brush_size = 6, color = white
Cursor moved to (922, 320), brush_size = 6, color = white
Cursor moved to (925, 319), brush_size = 6, color = white
Cursor moved to (926, 319), brush_size = 6, color = white
Cursor moved to (928, 318), brush_size = 6, color = white
Cursor moved to (930, 318), brush_size = 6, color = white
Cursor moved to (931, 317), brush_size = 6, color = white
Cursor moved to (933, 317), brush_size = 6, color = white
Cursor moved to (934, 316), brush_size = 6, color = white
Cursor moved to (936, 315), brush_size = 6, color = white
Cursor moved to (937, 315), brush_size = 6, color = white
Cursor moved to (938, 314), brush_size = 6, color = white
Cursor moved to (939, 314), brush_size = 6, color = white
Cursor moved to (939, 313), brush_size = 6, color = white
Cursor moved to (939, 312), brush_size = 6, color = white
Cursor moved to (940, 312), brush_size = 6, color = white
Cursor moved to (940, 311), brush_size = 6, color = white
Cursor moved to (940, 310), brush_size = 6, color = white
Cursor moved to (938, 310), brush_size = 6, color = white
Cursor moved to (936, 308), brush_size = 6, color = white
Cursor moved to (933, 307), brush_size = 6, color = white
Cursor moved to (930, 306), brush_size = 6, color = white
Cursor moved to (924, 303), brush_size = 6, color = white
Cursor moved to (918, 300), brush_size = 6, color = white
Cursor moved to (911, 297), brush_size = 6, color = white
Cursor moved to (903, 293), brush_size = 6, color = white
Cursor moved to (895, 290), brush_size = 6, color = white
Cursor moved to (888, 286), brush_size = 6, color = white
Cursor moved to (883, 284), brush_size = 6, color = white
Cursor moved to (868, 278), brush_size = 6, color = white
Cursor moved to (860, 276), brush_size = 6, color = white
Cursor moved to (846, 273), brush_size = 6, color = white
Cursor moved to (831, 272), brush_size = 6, color = white
Cursor moved to (808, 272), brush_size = 6, color = white
Cursor moved to (794, 272), brush_size = 6, color = white
Cursor moved to (775, 272), brush_size = 6, color = white
Cursor moved to (757, 271), brush_size = 6, color = white
Cursor moved to (739, 271), brush_size = 6, color = white
Cursor moved to (714, 271), brush_size = 6, color = white
Cursor moved to (676, 271), brush_size = 6, color = white
Cursor moved to (647, 271), brush_size = 6, color = white
Cursor moved to (617, 275), brush_size = 6, color = white
Cursor moved to (596, 279), brush_size = 6, color = white
Cursor moved to (577, 283), brush_size = 6, color = white
Cursor moved to (569, 284), brush_size = 6, color = white
Cursor moved to (562, 285), brush_size = 6, color = white
Cursor moved to (558, 286), brush_size = 6, color = white
Cursor moved to (557, 286), brush_size = 6, color = white
Cursor moved to (558, 287), brush_size = 6, color = white
Cursor released at (558, 287)
